Record ID,Task,Position,Item,Response
69fb87e6d66b452e6decf799,12,1,1,0
69fb87e6d66b452e6decf799,12,2,11,1
69fb87e6d66b452e6decf799,13,1,8,1
69fb87e6d66b452e6decf799,13,2,11,0
69fb87e6d66b452e6decf799,14,1,4,0
69fb87e6d66b452e6decf799,14,2,11,1
69fb87e6d66b452e6decf799,15,1,10,0
69fb87e6d66b452e6decf799,15,2,11,1
69fb88d3503a8f180daca525,1,1,9,1
69fb88d3503a8f180daca525,1,2,1,0
69fb88d3503a8f180daca525,1,3,7,0
69fb88d3503a8f180daca525,1,4,6,-1
69fb88d3503a8f180daca525,2,1,10,0
69fb88d3503a8f180daca525,2,2,2,-1
69fb88d3503a8f180daca525,2,3,5,1
69fb88d3503a8f180daca525,2,4,4,0
69fb88d3503a8f180daca525,3,1,4,0
69fb88d3503a8f180daca525,3,2,8,-1
69fb88d3503a8f180daca525,3,3,9,1
69fb88d3503a8f180daca525,3,4,1,0
69fb88d3503a8f180daca525,4,1,3,0
69fb88d3503a8f180daca525,4,2,6,0
69fb88d3503a8f180daca525,4,3,8,-1
69fb88d3503a8f180daca525,4,4,10,1
69fb88d3503a8f180daca525,5,1,2,-1
69fb88d3503a8f180daca525,5,2,7,0
69fb88d3503a8f180daca525,5,3,1,0
69fb88d3503a8f180daca525,5,4,3,1
69fb88d3503a8f180daca525,6,1,3,-1
69fb88d3503a8f180daca525,6,2,9,0
69fb88d3503a8f180daca525,6,3,4,0
69fb88d3503a8f180daca525,6,4,5,1
69fb88d3503a8f180daca525,7,1,8,-1
69fb88d3503a8f180daca525,7,2,5,1
69fb88d3503a8f180daca525,7,3,10,0
69fb88d3503a8f180daca525,7,4,7,0
69fb88d3503a8f180daca525,8,1,6,0
69fb88d3503a8f180daca525,8,2,10,0
69fb88d3503a8f180daca525,8,3,2,-1
69fb88d3503a8f180daca525,8,4,9,1
69fb88d3503a8f180daca525,9,1,5,1
69fb88d3503a8f180daca525,9,2,11,0
69fb88d3503a8f180daca525,10,1,9,1
69fb88d3503a8f180daca525,10,2,11,0
69fb88d3503a8f180daca525,11,1,4,0
69fb88d3503a8f180daca525,11,2,11,1
69fb88d3503a8f180daca525,12,1,3,0
69fb88d3503a8f180daca525,12,2,11,1
69fb88d3503a8f180daca525,13,1,7,0
69fb88d3503a8f180daca525,13,2,11,1
69fb88d3503a8f180daca525,14,1,6,0
69fb88d3503a8f180daca525,14,2,11,1
69fb88d3503a8f180daca525,15,1,2,0
69fb88d3503a8f180daca525,15,2,11,1
69fb89d9d66b452e6decf7ed,1,1,8,0
69fb89d9d66b452e6decf7ed,1,2,7,1
69fb89d9d66b452e6decf7ed,1,3,9,0
69fb89d9d66b452e6decf7ed,1,4,3,-1
69fb89d9d66b452e6decf7ed,2,1,10,0
69fb89d9d66b452e6decf7ed,2,2,5,0
69fb89d9d66b452e6decf7ed,2,3,6,-1
69fb89d9d66b452e6decf7ed,2,4,1,1
69fb89d9d66b452e6decf7ed,3,1,2,1
69fb89d9d66b452e6decf7ed,3,2,4,-1
69fb89d9d66b452e6decf7ed,3,3,1,0
69fb89d9d66b452e6decf7ed,3,4,8,0
69fb89d9d66b452e6decf7ed,4,1,3,0
69fb89d9d66b452e6decf7ed,4,2,9,0
69fb89d9d66b452e6decf7ed,4,3,2,1
69fb89d9d66b452e6decf7ed,4,4,6,-1
69fb89d9d66b452e6decf7ed,5,1,9,0
69fb89d9d66b452e6decf7ed,5,2,7,1
69fb89d9d66b452e6decf7ed,5,3,5,0
69fb89d9d66b452e6decf7ed,5,4,4,-1
69fb89d9d66b452e6decf7ed,6,1,7,1
69fb89d9d66b452e6decf7ed,6,2,6,-1
69fb89d9d66b452e6decf7ed,6,3,8,0
69fb89d9d66b452e6decf7ed,6,4,10,0
69fb89d9d66b452e6decf7ed,7,1,4,0
69fb89d9d66b452e6decf7ed,7,2,1,1
69fb89d9d66b452e6decf7ed,7,3,3,-1
69fb89d9d66b452e6decf7ed,7,4,7,0
69fb89d9d66b452e6decf7ed,8,1,5,0
69fb89d9d66b452e6decf7ed,8,2,3,-1
69fb89d9d66b452e6decf7ed,8,3,10,0
69fb89d9d66b452e6decf7ed,8,4,2,1
69fb89d9d66b452e6decf7ed,9,1,2,1
69fb89d9d66b452e6decf7ed,9,2,11,0
69fb89d9d66b452e6decf7ed,10,1,7,1
69fb89d9d66b452e6decf7ed,10,2,11,0
69fb89d9d66b452e6decf7ed,11,1,5,1
69fb89d9d66b452e6decf7ed,11,2,11,0
69fb89d9d66b452e6decf7ed,12,1,9,0
69fb89d9d66b452e6decf7ed,12,2,11,1
69fb89d9d66b452e6decf7ed,13,1,10,0
69fb89d9d66b452e6decf7ed,13,2,11,1
69fb89d9d66b452e6decf7ed,14,1,4,0
69fb89d9d66b452e6decf7ed,14,2,11,1
69fb89d9d66b452e6decf7ed,15,1,6,0
69fb89d9d66b452e6decf7ed,15,2,11,1
69fb8b871e3b34a978411b7b,1,1,10,0
69fb8b871e3b34a978411b7b,1,2,2,0
69fb8b871e3b34a978411b7b,1,3,6,-1
69fb8b871e3b34a978411b7b,1,4,7,1
69fb8b871e3b34a978411b7b,2,1,1,1
69fb8b871e3b34a978411b7b,2,2,8,-1
69fb8b871e3b34a978411b7b,2,3,4,0
69fb8b871e3b34a978411b7b,2,4,5,0
69fb8b871e3b34a978411b7b,3,1,3,-1
69fb8b871e3b34a978411b7b,3,2,7,0
69fb8b871e3b34a978411b7b,3,3,9,1
69fb8b871e3b34a978411b7b,3,4,4,0
69fb8b871e3b34a978411b7b,4,1,5,0
69fb8b871e3b34a978411b7b,4,2,9,1
69fb8b871e3b34a978411b7b,4,3,10,0
69fb8b871e3b34a978411b7b,4,4,6,-1
69fb8b871e3b34a978411b7b,5,1,2,0
69fb8b871e3b34a978411b7b,5,2,3,-1
69fb8b871e3b34a978411b7b,5,3,1,1
69fb8b871e3b34a978411b7b,5,4,10,0
69fb8b871e3b34a978411b7b,6,1,6,0
69fb8b871e3b34a978411b7b,6,2,4,0
69fb8b871e3b34a978411b7b,6,3,3,1
69fb8b871e3b34a978411b7b,6,4,8,-1
69fb8b871e3b34a978411b7b,7,1,7,1
69fb8b871e3b34a978411b7b,7,2,5,0
69fb8b871e3b34a978411b7b,7,3,2,0
69fb8b871e3b34a978411b7b,7,4,8,-1
69fb8b871e3b34a978411b7b,8,1,9,1
69fb8b871e3b34a978411b7b,8,2,6,-1
69fb8b871e3b34a978411b7b,8,3,7,0
69fb8b871e3b34a978411b7b,8,4,1,0
69fb8b871e3b34a978411b7b,9,1,9,1
69fb8b871e3b34a978411b7b,9,2,11,0
69fb8b871e3b34a978411b7b,10,1,7,1
69fb8b871e3b34a978411b7b,10,2,11,0
69fb8b871e3b34a978411b7b,11,1,10,1
69fb8b871e3b34a978411b7b,11,2,11,0
69fb8b871e3b34a978411b7b,12,1,2,1
69fb8b871e3b34a978411b7b,12,2,11,0
69fb8b871e3b34a978411b7b,13,1,5,1
69fb8b871e3b34a978411b7b,13,2,11,0
69fb8b871e3b34a978411b7b,14,1,4,1
69fb8b871e3b34a978411b7b,14,2,11,0
69fb8b871e3b34a978411b7b,15,1,8,1
69fb8b871e3b34a978411b7b,15,2,11,0
69fb9cd41e3b34a978412297,1,1,8,-1
69fb9cd41e3b34a978412297,1,2,3,0
69fb9cd41e3b34a978412297,1,3,4,0
69fb9cd41e3b34a978412297,1,4,9,1
69fb9cd41e3b34a978412297,2,1,1,-1
69fb9cd41e3b34a978412297,2,2,2,1
69fb9cd41e3b34a978412297,2,3,5,0
69fb9cd41e3b34a978412297,2,4,6,0
69fb9cd41e3b34a978412297,3,1,3,0
69fb9cd41e3b34a978412297,3,2,10,-1
69fb9cd41e3b34a978412297,3,3,7,1
69fb9cd41e3b34a978412297,3,4,2,0
69fb9cd41e3b34a978412297,4,1,4,1
69fb9cd41e3b34a978412297,4,2,7,-1
69fb9cd41e3b34a978412297,4,3,6,0
69fb9cd41e3b34a978412297,4,4,8,0
69fb9cd41e3b34a978412297,5,1,7,0
69fb9cd41e3b34a978412297,5,2,1,1
69fb9cd41e3b34a978412297,5,3,9,-1
69fb9cd41e3b34a978412297,5,4,10,0
69fb9cd41e3b34a978412297,6,1,9,0
69fb9cd41e3b34a978412297,6,2,8,-1
69fb9cd41e3b34a978412297,6,3,2,1
69fb9cd41e3b34a978412297,6,4,5,0
69fb9cd41e3b34a978412297,7,1,2,1
69fb9cd41e3b34a978412297,7,2,4,0
69fb9cd41e3b34a978412297,7,3,3,-1
69fb9cd41e3b34a978412297,7,4,1,0
69fb9cd41e3b34a978412297,8,1,6,0
69fb9cd41e3b34a978412297,8,2,5,0
69fb9cd41e3b34a978412297,8,3,10,-1
69fb9cd41e3b34a978412297,8,4,4,1
69fb9cd41e3b34a978412297,9,1,2,1
69fb9cd41e3b34a978412297,9,2,11,0
69fb9cd41e3b34a978412297,10,1,4,1
69fb9cd41e3b34a978412297,10,2,11,0
69fb9cd41e3b34a978412297,11,1,5,1
69fb9cd41e3b34a978412297,11,2,11,0
69fb9cd41e3b34a978412297,12,1,6,1
69fb9cd41e3b34a978412297,12,2,11,0
69fb9cd41e3b34a978412297,13,1,9,1
69fb9cd41e3b34a978412297,13,2,11,0
69fb9cd41e3b34a978412297,14,1,3,1
69fb9cd41e3b34a978412297,14,2,11,0
69fb9cd41e3b34a978412297,15,1,10,1
69fb9cd41e3b34a978412297,15,2,11,0
69fba5c81e3b34a978412589,1,1,8,1
69fba5c81e3b34a978412589,1,2,5,-1
69fba5c81e3b34a978412589,1,3,3,0
69fba5c81e3b34a978412589,1,4,4,0
69fba5c81e3b34a978412589,2,1,2,0
69fba5c81e3b34a978412589,2,2,10,0
69fba5c81e3b34a978412589,2,3,9,1
69fba5c81e3b34a978412589,2,4,7,-1
69fba5c81e3b34a978412589,3,1,10,0
69fba5c81e3b34a978412589,3,2,6,1
69fba5c81e3b34a978412589,3,3,1,-1
69fba5c81e3b34a978412589,3,4,8,0
69fba5c81e3b34a978412589,4,1,3,1
69fba5c81e3b34a978412589,4,2,4,0
69fba5c81e3b34a978412589,4,3,6,0
69fba5c81e3b34a978412589,4,4,7,-1
69fba5c81e3b34a978412589,5,1,5,0
69fba5c81e3b34a978412589,5,2,1,-1
69fba5c81e3b34a978412589,5,3,2,0
69fba5c81e3b34a978412589,5,4,6,1
69fba5c81e3b34a978412589,6,1,9,1
69fba5c81e3b34a978412589,6,2,3,0
69fba5c81e3b34a978412589,6,3,10,0
69fba5c81e3b34a978412589,6,4,5,-1
69fba5c81e3b34a978412589,7,1,7,-1
69fba5c81e3b34a978412589,7,2,9,1
69fba5c81e3b34a978412589,7,3,8,0
69fba5c81e3b34a978412589,7,4,1,0
69fba5c81e3b34a978412589,8,1,4,0
69fba5c81e3b34a978412589,8,2,2,-1
69fba5c81e3b34a978412589,8,3,6,0
69fba5c81e3b34a978412589,8,4,9,1
69fba5c81e3b34a978412589,9,1,9,1
69fba5c81e3b34a978412589,9,2,11,0
69fba5c81e3b34a978412589,10,1,8,1
69fba5c81e3b34a978412589,10,2,11,0
69fba5c81e3b34a978412589,11,1,4,1
69fba5c81e3b34a978412589,11,2,11,0
69fba5c81e3b34a978412589,12,1,10,1
69fba5c81e3b34a978412589,12,2,11,0
69fba5c81e3b34a978412589,13,1,2,1
69fba5c81e3b34a978412589,13,2,11,0
69fba5c81e3b34a978412589,14,1,5,1
69fba5c81e3b34a978412589,14,2,11,0
69fba5c81e3b34a978412589,15,1,7,0
69fba5c81e3b34a978412589,15,2,11,1
69fba67b503a8f180dacb1db,1,1,8,-1
69fba67b503a8f180dacb1db,1,2,10,0
69fba67b503a8f180dacb1db,1,3,9,1
69fba67b503a8f180dacb1db,1,4,6,0
69fba67b503a8f180dacb1db,2,1,9,1
69fba67b503a8f180dacb1db,2,2,2,0
69fba67b503a8f180dacb1db,2,3,1,0
69fba67b503a8f180dacb1db,2,4,7,-1
69fba67b503a8f180dacb1db,3,1,7,-1
69fba67b503a8f180dacb1db,3,2,5,0
69fba67b503a8f180dacb1db,3,3,6,0
69fba67b503a8f180dacb1db,3,4,3,1
69fba67b503a8f180dacb1db,4,1,3,0
69fba67b503a8f180dacb1db,4,2,8,0
69fba67b503a8f180dacb1db,4,3,4,1
69fba67b503a8f180dacb1db,4,4,1,-1
69fba67b503a8f180dacb1db,5,1,4,0
69fba67b503a8f180dacb1db,5,2,7,-1
69fba67b503a8f180dacb1db,5,3,10,0
69fba67b503a8f180dacb1db,5,4,9,1
69fba67b503a8f180dacb1db,6,1,2,-1
69fba67b503a8f180dacb1db,6,2,6,0
69fba67b503a8f180dacb1db,6,3,4,1
69fba67b503a8f180dacb1db,6,4,5,0
69fba67b503a8f180dacb1db,7,1,10,1
69fba67b503a8f180dacb1db,7,2,1,0
69fba67b503a8f180dacb1db,7,3,5,-1
69fba67b503a8f180dacb1db,7,4,8,0
69fba67b503a8f180dacb1db,8,1,5,-1
69fba67b503a8f180dacb1db,8,2,3,0
69fba67b503a8f180dacb1db,8,3,9,1
69fba67b503a8f180dacb1db,8,4,2,0
69fba67b503a8f180dacb1db,9,1,9,1
69fba67b503a8f180dacb1db,9,2,11,0
69fba67b503a8f180dacb1db,10,1,3,1
69fba67b503a8f180dacb1db,10,2,11,0
69fba67b503a8f180dacb1db,11,1,6,1
69fba67b503a8f180dacb1db,11,2,11,0
69fba67b503a8f180dacb1db,12,1,8,1
69fba67b503a8f180dacb1db,12,2,11,0
69fba67b503a8f180dacb1db,13,1,1,1
69fba67b503a8f180dacb1db,13,2,11,0
69fba67b503a8f180dacb1db,14,1,2,1
69fba67b503a8f180dacb1db,14,2,11,0
69fba67b503a8f180dacb1db,15,1,7,1
69fba67b503a8f180dacb1db,15,2,11,0
69fbaaa41e3b34a978412612,1,1,3,0
69fbaaa41e3b34a978412612,1,2,10,0
69fbaaa41e3b34a978412612,1,3,4,-1
69fbaaa41e3b34a978412612,1,4,9,1
69fbaaa41e3b34a978412612,2,1,6,-1
69fbaaa41e3b34a978412612,2,2,7,1
69fbaaa41e3b34a978412612,2,3,8,0
69fbaaa41e3b34a978412612,2,4,1,0
69fbaaa41e3b34a978412612,3,1,10,-1
69fbaaa41e3b34a978412612,3,2,2,0
69fbaaa41e3b34a978412612,3,3,1,0
69fbaaa41e3b34a978412612,3,4,5,1
69fbaaa41e3b34a978412612,4,1,2,1
69fbaaa41e3b34a978412612,4,2,4,0
69fbaaa41e3b34a978412612,4,3,6,-1
69fbaaa41e3b34a978412612,4,4,3,0
69fbaaa41e3b34a978412612,5,1,9,0
69fbaaa41e3b34a978412612,5,2,5,0
69fbaaa41e3b34a978412612,5,3,7,1
69fbaaa41e3b34a978412612,5,4,4,-1
69fbaaa41e3b34a978412612,6,1,1,-1
69fbaaa41e3b34a978412612,6,2,9,0
69fbaaa41e3b34a978412612,6,3,2,0
69fbaaa41e3b34a978412612,6,4,8,1
69fbaaa41e3b34a978412612,7,1,8,1
69fbaaa41e3b34a978412612,7,2,3,0
69fbaaa41e3b34a978412612,7,3,5,0
69fbaaa41e3b34a978412612,7,4,6,-1
69fbaaa41e3b34a978412612,8,1,7,1
69fbaaa41e3b34a978412612,8,2,8,0
69fbaaa41e3b34a978412612,8,3,10,-1
69fbaaa41e3b34a978412612,8,4,2,0
69fbaaa41e3b34a978412612,9,1,7,1
69fbaaa41e3b34a978412612,9,2,11,0
69fbaaa41e3b34a978412612,10,1,5,1
69fbaaa41e3b34a978412612,10,2,11,0
69fbaaa41e3b34a978412612,11,1,9,1
69fbaaa41e3b34a978412612,11,2,11,0
69fbaaa41e3b34a978412612,12,1,2,1
69fbaaa41e3b34a978412612,12,2,11,0
69fbaaa41e3b34a978412612,13,1,1,1
69fbaaa41e3b34a978412612,13,2,11,0
69fbaaa41e3b34a978412612,14,1,3,0
69fbaaa41e3b34a978412612,14,2,11,1
69fbaaa41e3b34a978412612,15,1,6,0
69fbaaa41e3b34a978412612,15,2,11,1
69fbb42f1e3b34a978412a37,1,1,7,0
69fbb42f1e3b34a978412a37,1,2,10,-1
69fbb42f1e3b34a978412a37,1,3,5,0
69fbb42f1e3b34a978412a37,1,4,6,1
69fbb42f1e3b34a978412a37,2,1,8,0
69fbb42f1e3b34a978412a37,2,2,2,0
69fbb42f1e3b34a978412a37,2,3,10,-1
69fbb42f1e3b34a978412a37,2,4,9,1
69fbb42f1e3b34a978412a37,3,1,3,0
69fbb42f1e3b34a978412a37,3,2,6,1
69fbb42f1e3b34a978412a37,3,3,8,0
69fbb42f1e3b34a978412a37,3,4,1,-1
69fbb42f1e3b34a978412a37,4,1,10,0
69fbb42f1e3b34a978412a37,4,2,7,-1
69fbb42f1e3b34a978412a37,4,3,4,1
69fbb42f1e3b34a978412a37,4,4,3,0
69fbb42f1e3b34a978412a37,5,1,4,0
69fbb42f1e3b34a978412a37,5,2,5,0
69fbb42f1e3b34a978412a37,5,3,1,-1
69fbb42f1e3b34a978412a37,5,4,2,1
69fbb42f1e3b34a978412a37,6,1,6,0
69fbb42f1e3b34a978412a37,6,2,4,0
69fbb42f1e3b34a978412a37,6,3,9,1
69fbb42f1e3b34a978412a37,6,4,8,-1
69fbb42f1e3b34a978412a37,7,1,9,1
69fbb42f1e3b34a978412a37,7,2,1,0
69fbb42f1e3b34a978412a37,7,3,3,-1
69fbb42f1e3b34a978412a37,7,4,7,0
69fbb42f1e3b34a978412a37,8,1,2,-1
69fbb42f1e3b34a978412a37,8,2,8,1
69fbb42f1e3b34a978412a37,8,3,7,0
69fbb42f1e3b34a978412a37,8,4,5,0
69fbb42f1e3b34a978412a37,9,1,9,1
69fbb42f1e3b34a978412a37,9,2,11,0
69fbb42f1e3b34a978412a37,10,1,6,0
69fbb42f1e3b34a978412a37,10,2,11,1
69fbb42f1e3b34a978412a37,11,1,4,1
69fbb42f1e3b34a978412a37,11,2,11,0
69fbb42f1e3b34a978412a37,12,1,8,1
69fbb42f1e3b34a978412a37,12,2,11,0
69fbb42f1e3b34a978412a37,13,1,2,1
69fbb42f1e3b34a978412a37,13,2,11,0
69fbb42f1e3b34a978412a37,14,1,7,1
69fbb42f1e3b34a978412a37,14,2,11,0
69fbb42f1e3b34a978412a37,15,1,1,0
69fbb42f1e3b34a978412a37,15,2,11,1
69fbbd15503a8f180dacbb2b,1,1,9,0
69fbbd15503a8f180dacbb2b,1,2,5,-1
69fbbd15503a8f180dacbb2b,1,3,6,1
69fbbd15503a8f180dacbb2b,1,4,8,0
69fbbd15503a8f180dacbb2b,2,1,1,0
69fbbd15503a8f180dacbb2b,2,2,4,0
69fbbd15503a8f180dacbb2b,2,3,2,-1
69fbbd15503a8f180dacbb2b,2,4,7,1
69fbbd15503a8f180dacbb2b,3,1,7,0
69fbbd15503a8f180dacbb2b,3,2,3,1
69fbbd15503a8f180dacbb2b,3,3,10,0
69fbbd15503a8f180dacbb2b,3,4,5,-1
69fbbd15503a8f180dacbb2b,4,1,4,1
69fbbd15503a8f180dacbb2b,4,2,10,0
69fbbd15503a8f180dacbb2b,4,3,8,-1
69fbbd15503a8f180dacbb2b,4,4,6,0
69fbbd15503a8f180dacbb2b,5,1,5,-1
69fbbd15503a8f180dacbb2b,5,2,1,0
69fbbd15503a8f180dacbb2b,5,3,4,1
69fbbd15503a8f180dacbb2b,5,4,9,0
69fbbd15503a8f180dacbb2b,6,1,8,-1
69fbbd15503a8f180dacbb2b,6,2,2,0
69fbbd15503a8f180dacbb2b,6,3,3,1
69fbbd15503a8f180dacbb2b,6,4,4,0
69fbbd15503a8f180dacbb2b,7,1,2,-1
69fbbd15503a8f180dacbb2b,7,2,6,0
69fbbd15503a8f180dacbb2b,7,3,9,0
69fbbd15503a8f180dacbb2b,7,4,7,1
69fbbd15503a8f180dacbb2b,8,1,3,1
69fbbd15503a8f180dacbb2b,8,2,9,0
69fbbd15503a8f180dacbb2b,8,3,1,-1
69fbbd15503a8f180dacbb2b,8,4,10,0
69fbbd15503a8f180dacbb2b,9,1,3,1
69fbbd15503a8f180dacbb2b,9,2,11,0
69fbbd15503a8f180dacbb2b,10,1,4,1
69fbbd15503a8f180dacbb2b,10,2,11,0
69fbbd15503a8f180dacbb2b,11,1,6,1
69fbbd15503a8f180dacbb2b,11,2,11,0
69fbbd15503a8f180dacbb2b,12,1,10,0
69fbbd15503a8f180dacbb2b,12,2,11,1
69fbbd15503a8f180dacbb2b,13,1,9,1
69fbbd15503a8f180dacbb2b,13,2,11,0
69fbbd15503a8f180dacbb2b,14,1,1,1
69fbbd15503a8f180dacbb2b,14,2,11,0
69fbbd15503a8f180dacbb2b,15,1,5,0
69fbbd15503a8f180dacbb2b,15,2,11,1
69fbca051e3b34a9784131aa,1,1,1,0
69fbca051e3b34a9784131aa,1,2,2,0
69fbca051e3b34a9784131aa,1,3,7,1
69fbca051e3b34a9784131aa,1,4,3,-1
69fbca051e3b34a9784131aa,2,1,6,0
69fbca051e3b34a9784131aa,2,2,10,0
69fbca051e3b34a9784131aa,2,3,4,-1
69fbca051e3b34a9784131aa,2,4,9,1
69fbca051e3b34a9784131aa,3,1,7,0
69fbca051e3b34a9784131aa,3,2,8,-1
69fbca051e3b34a9784131aa,3,3,6,0
69fbca051e3b34a9784131aa,3,4,5,1
69fbca051e3b34a9784131aa,4,1,5,1
69fbca051e3b34a9784131aa,4,2,1,-1
69fbca051e3b34a9784131aa,4,3,9,0
69fbca051e3b34a9784131aa,4,4,3,0
69fbca051e3b34a9784131aa,5,1,8,-1
69fbca051e3b34a9784131aa,5,2,4,0
69fbca051e3b34a9784131aa,5,3,5,1
69fbca051e3b34a9784131aa,5,4,2,0
69fbca051e3b34a9784131aa,6,1,4,-1
69fbca051e3b34a9784131aa,6,2,7,1
69fbca051e3b34a9784131aa,6,3,3,0
69fbca051e3b34a9784131aa,6,4,10,0
69fbca051e3b34a9784131aa,7,1,9,1
69fbca051e3b34a9784131aa,7,2,6,0
69fbca051e3b34a9784131aa,7,3,2,-1
69fbca051e3b34a9784131aa,7,4,7,0
69fbca051e3b34a9784131aa,8,1,10,0
69fbca051e3b34a9784131aa,8,2,9,1
69fbca051e3b34a9784131aa,8,3,8,-1
69fbca051e3b34a9784131aa,8,4,1,0
69fbca051e3b34a9784131aa,9,1,5,1
69fbca051e3b34a9784131aa,9,2,11,0
69fbca051e3b34a9784131aa,10,1,7,1
69fbca051e3b34a9784131aa,10,2,11,0
69fbca051e3b34a9784131aa,11,1,6,1
69fbca051e3b34a9784131aa,11,2,11,0
69fbca051e3b34a9784131aa,12,1,10,1
69fbca051e3b34a9784131aa,12,2,11,0
69fbca051e3b34a9784131aa,13,1,2,0
69fbca051e3b34a9784131aa,13,2,11,1
69fbca051e3b34a9784131aa,14,1,1,0
69fbca051e3b34a9784131aa,14,2,11,1
69fbca051e3b34a9784131aa,15,1,8,0
69fbca051e3b34a9784131aa,15,2,11,1
69fbca50d66b452e6ded16ef,1,1,8,1
69fbca50d66b452e6ded16ef,1,2,2,-1
69fbca50d66b452e6ded16ef,1,3,7,0
69fbca50d66b452e6ded16ef,1,4,9,0
69fbca50d66b452e6ded16ef,2,1,10,0
69fbca50d66b452e6ded16ef,2,2,1,-1
69fbca50d66b452e6ded16ef,2,3,5,0
69fbca50d66b452e6ded16ef,2,4,6,1
69fbca50d66b452e6ded16ef,3,1,7,1
69fbca50d66b452e6ded16ef,3,2,5,0
69fbca50d66b452e6ded16ef,3,3,4,0
69fbca50d66b452e6ded16ef,3,4,3,-1
69fbca50d66b452e6ded16ef,4,1,9,1
