"gender","height","handsize","age","gaming","chat","maps","video","social","reading","total_minutes","days_ago","years_ago","discount","phone_id","brand","size_cat","price","screen_size"
"male",64.4,5.72,19,420.334287959686,90.7198226269675,50.3060830699587,592.084798957199,100.025157371613,31.7174899590779,1285.1876399445,757.101103866007,3,"H1","A1","apple","s",749,5.5
"female",75.4,10.35,18,49.9829354053185,508.945537281933,141.899949053757,330.365512051396,288.605915761285,123.59879121078,1443.39864076447,782.465233097784,3,"H2","A2","apple","l",899,5.8
"female",67.6,8.37,21,429.285875930049,145.578388361446,74.8308872095816,560.615501020067,114.873388496404,101.775733102769,1426.95977412032,530.764772435185,2,"","S2","samsung","l",849,6.3
"female",68.8,7.73,19,207.772055253554,351.343659938418,121.569110559321,366.486614192379,383.973021255801,135.369264016657,1566.51372521613,117.556971777696,1,"H2","S2","samsung","l",899,6.8
"female",56.7,4.52,20,427.404805736207,225.143149330609,49.7999479990301,485.129527053996,107.554268544196,0,1295.03169866404,858.099733094685,3,"","A2","apple","l",899,5.8
"female",63.1,6.17,20,19.3226060093613,327.899047421021,280.43148447652,277.898637887872,53.0210019858401,376.800515706778,1335.37329348739,444.947208258789,2,"","S2","samsung","l",849,6.3
"female",67,8.32,19,192.802799608353,276.697521183115,130.373482040202,360.519605449045,216.276308987298,112.363803518963,1289.03352078697,718.470377801452,2,"","A1","apple","s",799,5.8
"female",65.5,7.43,20,126.455417326598,170.812134398169,247.971928242303,210.939781477021,81.2198757892789,318.478163595932,1155.8773008293,55.5635325093754,1,"H2","S1","samsung","s",799,6.1
"female",66.4,7.48,20,234.019525090474,265.116229499027,163.426603758111,211.068511579046,316.134237116058,63.10421270303,1252.86931974575,134.354027737398,1,"S2","S1","samsung","s",799,6.1
"female",66.3,7.86,19,353.98142987774,247.128739532549,65.0742058723119,472.78774818833,138.188914620535,39.5447461615868,1316.70578425305,531.118472078349,2,"","H1","huawei","s",699,5.7
"male",67.7,6.74,20,184.765487612288,134.713652235138,51.3251124738378,327.825433463223,8.06758015356461,129.710424824718,836.407690762769,347.989368208218,1,"","S1","samsung","s",799,6.1
"male",68.3,7.06,21,0,346.329610959349,241.09715553023,241.783934798287,89.4918680895691,314.280027566515,1232.98259694395,646.83331241319,2,"S1","S2","samsung","l",849,6.3
"male",66.1,6.98,22,208.796615423153,324.603487318029,150.956648052497,265.027403586733,321.059764087925,87.5015551645964,1357.94547363293,401.044338116888,2,"S1","H2","huawei","l",749,6
"male",72.9,7.75,21,113.223862157822,303.278250431396,120.824591574162,336.314285082092,229.692447259501,40.4755810475717,1143.80901755254,630.486200046726,2,"H1","A1","apple","s",799,5.8
"female",56.5,5.15,19,0,470.791015101118,173.448290161761,216.280574204276,144.070865089591,286.839713978621,1291.43045853537,177.975271861535,1,"H1","A1","apple","s",849,6
"female",62.9,5.73,18,397.876858557204,166.96313802307,54.76159353083,516.012973844826,0,61.28997988737,1196.9045438433,978.426990238484,3,"","S1","samsung","s",699,5.6
"female",67.2,7.15,22,102.238868964251,370.91267685275,67.8302964584988,225.90291249871,314.479958556597,204.59374401015,1285.95845734096,590.576823536307,2,"H2","A2","apple","l",899,6.1
"female",63.2,6.74,18,1.36940126499194,271.721600310772,355.684022376978,231.292710851517,85.6344463585248,381.303121395901,1327.00530255868,81.7718423800543,1,"","S1","samsung","s",799,6.1
"female",69.6,8.13,19,234.37482848786,488.999080096839,123.722092602336,298.411336237087,361.80380868906,126.938049407714,1634.2491955209,33.2095202030614,1,"","H2","huawei","l",799,6.3
"female",67.3,7.91,18,378.369919065194,211.961145462926,79.796916463974,576.956981714665,45.6347458573681,0,1292.71970856413,26.833564767614,1,"A2","H2","huawei","l",799,6.3
"male",66.3,6.03,20,184.793665091898,225.36770537378,195.181504537143,206.527369461929,122.988167802667,259.893613315505,1194.75202558292,1063.46543479525,3,"A2","H1","huawei","s",599,5.2
"female",63.8,6.52,18,151.699837257973,362.842616932319,84.1521458967166,392.028071491401,379.756130029391,25.8027432362356,1396.28154484404,743.617247676942,3,"","A1","apple","s",749,5.5
"female",64,6.71,20,179.564443919481,300.098051636023,132.834738883232,253.725111930966,396.28493364928,259.766854642538,1522.27413466152,62.0650255917571,1,"","A2","apple","l",999,6.5
"male",70.1,7.86,19,187.353299523931,266.198959543822,31.8459939213159,250.144170097222,89.5336437019943,135.599047646628,960.675114434913,667.565557346214,2,"","A1","apple","s",799,5.8
"male",67.4,6.51,21,84.1253475017272,449.583323789625,103.831527815519,353.821872184011,272.531559612576,108.826849307662,1372.72048021112,1094.72396323131,3,"","A2","apple","l",899,5.8
"male",67.1,7.98,19,115.993204108155,360.972618811032,132.752834380398,355.711399938402,355.484995505439,94.1460496286591,1415.06110237208,159.933777987491,1,"S1","S1","samsung","s",719.1,6.1
"male",68.3,6.67,20,266.81420860154,322.526113605313,88.9197944544761,303.241001512621,346.655581116715,168.355617262506,1496.51231655317,889.519009689335,3,"","A1","apple","s",749,5.5
"female",67.5,7.21,19,164.713099595672,411.18665971766,95.5637840125185,337.101284900983,411.065283186194,173.980193364651,1593.61030477768,580.6231376254,2,"","A2","apple","l",899,6.1
"male",73,8.51,22,191.549007083505,346.544998714203,119.900080894798,276.25973500571,306.881555080185,89.9543210002952,1331.0896977787,701.236942678224,2,"","A2","apple","l",899,6.1
"female",61.7,5.6,18,420.903882515758,156.414638965992,69.4378381520565,431.514071126289,93.7207931640852,94.3954815957168,1266.3867055199,289.446450571995,1,"","H2","huawei","l",799,6.3
"female",64.2,6.57,18,71.7295044071024,229.561592285729,271.741059260986,231.175032071459,85.6171851348372,354.07866320137,1243.90303636148,379.506217355374,2,"H2","A1","apple","s",799,5.8
"male",65.8,6.6,19,127.339435333003,474.275948826803,140.637426915785,258.329741599651,413.086553743137,130.97866428167,1544.64777070005,812.693796120118,3,"S1","A1","apple","s",749,5.5
"female",61.1,6.31,19,243.604606399581,359.450094262315,90.6174180900446,241.019524324648,245.976814062702,56.7296807364263,1237.39813787572,366.92106290115,2,"","A1","apple","s",799,5.8
"female",61.6,6.44,21,250.221199878789,282.427443230648,60.4296983280473,573.718305489603,122.540983441115,55.5268929778465,1344.86452334605,216.829123408534,1,"S1","S1","samsung","s",719.1,6.1
"male",64.7,5.72,19,342.807482681677,139.246123250829,63.616882220654,279.574174392138,154.980582580369,94.6298170361621,1074.85506216183,959.988211378455,3,"","H1","huawei","s",599,5.2
"female",56.2,4.96,19,77.0959288813448,468.248476670056,129.217411309941,241.58505886577,319.42317831599,78.0184744150966,1313.5885284582,775.184147641528,3,"","A1","apple","s",749,5.5
"female",67,7.46,18,231.024819067051,135.446891990119,229.995499558871,229.334170644812,184.431375839472,239.864199777216,1250.09695687754,801.84771296801,3,"H1","H2","huawei","l",699,5.7
"male",70.6,7.41,21,185.186003168165,343.962452675146,137.231053778979,216.643280930693,314.774756536392,86.0017623558584,1283.79930944523,767.784128833562,3,"","A2","apple","l",899,5.8
"female",60.8,5.25,19,511.138972930904,206.588722822012,50.7023679554203,593.944703483443,180.657164357961,42.9561857119397,1585.98811726168,1025.29618920851,3,"","A2","apple","l",899,5.8
"female",67.7,7.93,21,118.099042385309,291.195214216327,158.559688190702,400.056081965433,114.538621684868,176.370483559937,1258.81913200258,903.819951025769,3,"S2","S1","samsung","s",699,5.6
"female",71,7.9,19,340.047325576186,213.0621377446,42.0519987463067,306.726417819856,171.15738703279,130.264349053808,1203.30961597355,275.87006624043,1,"","S1","samsung","s",799,6.1
"female",54.1,5.47,19,457.629700118296,140.296515651674,79.4217104725422,481.607969519037,86.4152685520333,0,1245.37116431358,216.307079954073,1,"","H2","huawei","l",799,6.3
"male",73.1,8.17,21,177.969148493546,343.563858986957,128.839637149319,279.613910340225,224.735446274008,150.425596475062,1305.14759771912,220.946703311056,1,"","A1","apple","s",849,6
"female",68.8,8.48,20,183.248384511264,301.498258983562,163.937017656137,320.788995809738,295.188176077813,0.0398403083358119,1264.70067334685,882.408499362879,3,"A2","A2","apple","l",809.1,5.8
"male",69.7,8.22,21,555.914085924309,199.752723112927,91.4706423051272,496.506754794996,209.815725710859,0,1553.45993184822,8.21326509071514,1,"H1","S2","samsung","l",899,6.8
"male",67.4,7.45,19,347.893005439543,175.002047592953,40.6985312934454,291.628083790351,78.3909420846925,150.016487014017,1083.629097215,852.882658518385,3,"","A1","apple","s",749,5.5
"female",59.7,6.25,21,92.4522633105735,416.002602217217,86.8817788876344,386.070121768368,331.47750986784,78.0698105375589,1390.95408658919,852.034635732416,3,"S2","S2","samsung","l",719.1,5.9
"female",60.6,6.53,22,157.316155920919,278.990921086074,157.563754663594,210.164610503766,264.190761337801,82.0069126328911,1150.23311614504,1088.72465792531,3,"S1","S1","samsung","s",629.1,5.6
"female",61.5,6.6,19,131.644784305527,154.301904691573,67.7621654020652,391.189507551889,61.669771348884,176.773253974998,983.341387274938,874.097406209912,3,"","A1","apple","s",749,5.5
"female",55.8,4.71,18,604.556213881371,123.429620765688,52.3740580482355,659.155962419507,0,0,1439.5158551148,678.788111561909,2,"","S1","samsung","s",749,5.8
"male",67,7.07,22,40.1608352169809,211.199494594561,285.124660065248,215.244095309733,143.551435993569,349.465752154877,1244.74627333497,1003.0914887893,3,"S1","A2","apple","l",899,5.8
"female",67.8,7.99,19,351.427657735114,312.442917773727,42.7718451922687,567.501177976942,189.972692571472,16.7974325503696,1480.91372379989,974.630761464592,3,"","A2","apple","l",899,5.8
"female",61.1,5.68,22,442.422317350086,282.019995181177,22.6148168135511,517.818124917673,191.664483151605,97.7852186470477,1554.32495606114,3.66400809539482,1,"","S1","samsung","s",799,6.1
"female",70.1,8.53,21,348.765497677795,222.451903370047,49.3708400496604,392.451672944575,177.988118473913,17.0347950320765,1208.06282754807,560.315340669826,2,"","S1","samsung","s",749,5.8
"male",69,6.74,19,0,417.858316089875,268.225416819237,263.239583067105,62.7078738057641,381.579403952368,1393.61059373435,21.7327958852984,1,"H2","S1","samsung","s",799,6.1
"female",64.4,6.66,19,234.592382717361,314.781372539765,138.857215267474,245.954725999574,271.597693785897,203.477802575568,1409.26119288564,544.58996380819,2,"","S2","samsung","l",849,6.3
"male",70.8,7.31,19,444.231760984831,132.274889775373,34.2015704752292,578.670014705775,51.2186882914635,9.5628241392819,1250.15974837195,824.284917284735,3,"","A2","apple","l",899,5.8
"female",60.4,5.41,19,141.113841103426,405.031989798527,130.950939946698,290.539543952992,294.592856075539,189.203540786296,1451.43271166348,1048.84934188053,3,"","S1","samsung","s",699,5.6
"male",66.6,6.33,21,369.255960960425,177.921622392966,7.32401867526827,463.86978285309,210.471487569603,16.4314715485889,1245.27434399994,559.168264402542,2,"","H2","huawei","l",749,6
"female",62.4,7.44,20,76.7943975979163,227.778114397482,198.352774960469,239.58729633778,115.892568842853,301.755461132647,1160.16061326915,83.922301823739,1,"","S1","samsung","s",799,6.1
"female",70.9,7.97,20,189.273159448237,310.078659107338,93.1056531798344,277.066790174072,264.71603676535,125.506712885269,1259.7470115601,417.080051901285,2,"","A1","apple","s",799,5.8
"female",65.7,7.08,21,165.534082703177,225.926608146332,87.5294381447599,255.759249000882,164.59223535695,190.886899574132,1090.22851292623,218.775887670927,1,"","A2","apple","l",999,6.5
"female",63.6,6.48,20,228.693766471089,278.644685611604,95.8837862380556,470.669755714996,209.053884745,65.3405993989678,1348.28647817971,465.837455758825,2,"","H2","huawei","l",749,6
"female",59.7,5.67,20,149.658412509684,285.388294986487,188.737651473457,231.98157690068,128.631374220206,210.858006530064,1195.25531662058,637.995090641081,2,"A2","S1","samsung","s",749,5.8
"male",68.9,6.5,21,385.441468819152,80.376549138404,65.8715211969792,639.086166915639,72.3239993148772,0,1243.09970538505,10.248579329811,1,"H1","S1","samsung","s",799,6.1
"male",70.5,7.55,20,31.2880906510358,276.498799619227,271.220181645153,246.730083723737,122.580176603059,351.61250181599,1299.9298340582,277.13716706587,1,"","S2","samsung","l",899,6.8
"female",62.6,5.84,19,287.879524512091,213.458163587748,46.7605512227697,355.920787893569,162.130292929799,83.1980906692903,1149.34741081527,330.933927348815,1,"","A1","apple","s",849,6
"female",60.6,6.43,20,162.439787058648,369.160465725096,129.335502266524,352.614157564859,265.951446999211,75.0212098858931,1354.52256950023,76.4390375148505,1,"H2","A1","apple","s",849,6
"male",66,6.58,18,290.150653943831,249.5240099583,55.4976802260492,484.297531169798,129.42414745548,52.7667210787863,1261.66074383224,185.954245736357,1,"H1","H2","huawei","l",799,6.3
"female",63.1,7.14,23,547.631297524244,83.8237272426615,74.0248405290493,594.48956888013,68.6071772848674,146.784539709821,1515.36115117077,915.413943866733,3,"","A2","apple","l",899,5.8
"male",70.4,8.13,20,185.997220185216,374.692022956373,109.086336960268,251.183998780599,364.624161653935,125.560762005807,1411.1445025422,662.907755366061,2,"","S2","samsung","l",849,6.3
"female",67.8,8.5,22,478.682838423951,229.041010029409,72.3769068337075,623.466804595249,149.671963366066,0,1553.23952324838,277.706448500976,1,"","A2","apple","l",999,6.5
"female",58.8,5.12,19,285.071885076439,123.377151250979,98.3395068590031,343.545504090676,151.902644536449,138.919885083925,1141.15657689747,131.255559004843,1,"","S1","samsung","s",799,6.1
"female",60.9,5.39,19,140.929558180315,178.390125189512,19.1917152388772,201.726876126981,117.653338768821,192.003103034782,849.894716539288,487.430591512006,2,"A2","H2","huawei","l",749,6
"male",62.2,5.18,21,168.834271721368,325.413358084244,156.147557450816,217.957330357011,160.951537433302,197.791867088653,1227.09592213539,366.301083922852,2,"H2","S1","samsung","s",749,5.8
"female",64.4,6.98,20,160.874189470148,378.58841893746,132.773890645381,217.835341153123,337.148051638524,107.326808980999,1334.54670082564,925.189336985815,3,"H2","A1","apple","s",749,5.5
"male",71.6,7.66,20,144.726052371246,398.585566608566,78.1905723772777,352.708142894875,250.52553939717,124.555905156923,1349.29177880606,709.948720266577,2,"","A1","apple","s",799,5.8
"female",65,7.28,22,316.39906001477,113.882763714856,73.1224292506562,454.682758525279,83.8589720314955,75.9911192245291,1117.93710276159,664.845938731451,2,"A2","S1","samsung","s",749,5.8
"female",68.8,7.66,21,58.4844543162707,330.135615790371,229.757305799806,233.208199359166,125.66036516795,266.231047766414,1243.47698819998,130.215387601405,1,"S1","S1","samsung","s",719.1,6.1
"female",66.3,7.54,21,222.866106444994,367.533806359312,131.293045059142,435.695544837185,299.878213978242,153.070884464223,1610.3376011431,548.611626562197,2,"","A2","apple","l",899,6.1
"female",61.7,5.98,19,433.55947835379,155.479584603742,50.1112771113272,500.143367222887,89.3396443600244,42.3660132011708,1270.99936485294,546.425178447273,2,"","S2","samsung","l",849,6.3
"female",69.6,8.8,19,327.132578022449,256.417671717146,65.5123857880718,508.219327214511,162.509835565199,113.360929738736,1433.15272804611,155.810793250799,1,"S2","H2","huawei","l",799,6.3
"female",65.7,6.79,19,421.217713539621,204.111122549312,51.7788332706836,572.440659399946,118.703764675887,0,1368.25209343545,453.008184362203,2,"","S1","samsung","s",749,5.8
"female",66.2,7.28,21,501.474185341087,182.836569808134,61.3026443082311,429.344121937914,215.597109788959,71.7320426312611,1462.28667381559,1039.76233115187,3,"","A1","apple","s",749,5.5
"male",66.1,6.21,19,458.717328202869,169.908344966231,20.0422147492346,589.855164778557,77.3516948658394,19.0379573978765,1334.91270496061,639.714375293348,2,"","A1","apple","s",799,5.8
"female",63,6.65,22,606.877662006579,178.738917634342,39.6588026477179,634.10764962511,180.023589791262,53.0622741942524,1692.46889589926,102.756908690091,1,"A2","A2","apple","l",899.1,6.5
"male",65,6.62,18,323.373160211789,198.449556594521,115.924012474487,208.163857369722,257.358879452487,56.8694446304293,1160.13891073343,694.593554805033,2,"H2","S1","samsung","s",749,5.8
"female",63.7,6.98,18,43.9030199100178,204.81179414468,29.5150735370158,293.713097066066,210.706277942399,19.4403657257001,802.089628325878,114.268000916578,1,"","H2","huawei","l",799,6.3
"female",69.3,7.83,19,408.951123816463,194.658131111995,82.0502714810289,446.62900808846,110.456158034514,54.3938500744111,1297.13854260687,560.130326413084,2,"S1","S1","samsung","s",674.1,5.8
"female",62.2,6.78,19,244.302916958644,329.855465215257,90.6023733479535,298.639157162659,288.547760297994,75.519229504821,1327.46690248733,726.322173398919,2,"","S1","samsung","s",749,5.8
"female",64.3,7.07,20,249.619185201785,152.574114274752,116.544306798569,250.332968076132,197.461160206111,145.186864571186,1111.71859912853,701.964641359169,2,"","H1","huawei","s",699,5.7
"female",67,7.59,21,265.093985693404,393.573456447902,135.156067895573,262.257352804434,345.846665726776,136.466610420221,1538.39413898831,879.209683193825,3,"","S1","samsung","s",699,5.6
"female",57.8,4.79,19,117.813773600286,411.092096631776,76.2238022048466,262.080326820192,273.963886385466,166.207363992037,1307.3812496346,570.226336567197,2,"H2","A1","apple","s",799,5.8
"female",58.7,5.78,21,294.133770868833,275.277617020057,109.365744187393,226.693457932911,177.650185939712,86.4453357831307,1169.56611173204,792.771723067854,3,"S2","A1","apple","s",749,5.5
"female",60.4,5.1,18,14.5338738169856,316.163835383675,234.300119885699,264.845762098327,93.3895546020129,388.162563687748,1311.39570947445,272.569308617618,1,"","A1","apple","s",849,6
"male",70.2,6.76,18,75.4783579097962,263.038295758129,282.334997908264,200.818621182127,119.201692112433,342.979213999431,1283.85117887018,163.702308355365,1,"H1","S1","samsung","s",799,6.1
"female",64.3,6.62,19,343.444789241685,297.672404135269,151.058029895658,321.06186440574,337.153076829414,72.7790389277007,1523.16920343547,198.011000025552,1,"","H2","huawei","l",799,6.3
"male",73.4,8,20,349.726785151292,152.646081267091,36.0069117176485,514.268752518927,136.537296844425,119.812813569907,1308.99864106929,303.127943250351,1,"S2","S2","samsung","l",809.1,6.8
"female",59.2,5.68,20,56.1525776185736,221.987692705586,8.04318068691254,305.452009851374,102.567211066134,68.587772772722,762.790444701302,767.82693372434,3,"H2","H1","huawei","s",599,5.2
"female",62.3,7.14,20,454.737093160557,151.714256157138,43.0155844077123,512.787104193178,149.475346467872,5.74858254645547,1317.47796693291,433.841222859453,2,"A2","S2","samsung","l",849,6.3
"male",62.1,5.07,22,311.717316560871,241.893166946859,139.791422920528,283.678367932695,209.055458807339,30.8921551369616,1217.02788830525,298.342656823341,1,"","H1","huawei","s",749,5.9
"male",74.7,8.93,18,189.3227907353,344.221218598551,117.102312559278,248.290428153015,325.650054370027,167.550551677229,1392.1373560934,531.660751248244,2,"A1","A2","apple","l",899,6.1
"female",68.2,8.23,21,574.284378774876,162.655431439212,92.7351075165583,638.974867253762,99.1460087916979,0,1567.79579377611,546.181910730433,2,"","S2","samsung","l",849,6.3
"female",61.5,5.31,20,87.5171222189518,192.526877107416,221.976507696681,200.551768125589,90.3953614525943,343.822960024036,1136.79059662527,479.301326873712,2,"S1","A1","apple","s",799,5.8
"male",68.3,6.42,18,121.817090606963,222.860958212018,301.792219104649,219.176446931339,74.8331261660711,338.511068494321,1278.99090951536,620.766471956391,2,"","S1","samsung","s",749,5.8
"male",68.7,8.22,21,13.2950840312428,335.798790698917,301.012319388513,241.541560121493,70.9900823972336,361.227283904194,1323.86512054159,273.867939298041,1,"H2","S1","samsung","s",799,6.1
"male",75.3,8.97,19,233.261838953195,209.591616178533,19.8701951342977,545.059930205566,93.0385793756801,92.102396336842,1192.92455618411,812.388509465847,3,"A2","S2","samsung","l",799,5.9
"male",69.3,7.37,21,125.635936455604,261.081188758281,127.578120097972,372.870823599985,161.038170668997,180.217286248175,1228.42152582901,446.570902564097,2,"S1","A1","apple","s",799,5.8
"male",70.6,8.51,19,0,376.021827252631,321.162296103968,271.874487640928,119.730535870079,381.624796798101,1470.41394366571,363.051819578279,1,"A1","A1","apple","s",764.1,6
"female",66.7,7.86,20,296.892122149838,169.297720102976,112.180169947893,418.144870829524,109.681673782366,7.61963078280441,1113.8161875954,406.001508408226,2,"A2","A2","apple","l",809.1,6.1
"female",66.7,6.53,20,419.956571287891,171.257747133561,91.9481431272024,481.188497739186,106.31484500322,51.4020936242466,1322.06789791531,343.139525355771,1,"","A1","apple","s",849,6
"female",57.5,5.68,21,400.558666364726,161.268651516283,87.6144050530089,515.509741626056,70.5229176116469,49.2171913161419,1284.69157348786,223.932037827559,1,"S1","H1","huawei","s",749,5.9
"female",66.9,7.27,19,243.534247588058,318.076226061935,51.1048735347427,299.874250490786,304.389724726951,100.917411686865,1317.89673408934,575.703228060622,2,"A1","S2","samsung","l",849,6.3
"female",60.4,5.45,23,141.4910240333,438.93129469114,92.7681943823684,281.791993121369,286.700502916026,117.833092628744,1359.51610177295,133.139387094881,1,"H1","H1","huawei","s",674.1,5.9
"female",63.9,5.9,19,346.820131589055,243.939947360975,37.2517821805568,407.030948118484,270.377088295872,98.6886701382274,1404.10856768317,527.789394285996,2,"S2","A2","apple","l",899,6.1
"male",62.6,4.53,20,303.376866035743,190.778880399677,39.9235865331109,565.47779497617,115.740354050496,0,1215.2974819952,782.06380361598,3,"A1","S1","samsung","s",699,5.6
"male",69.9,7.7,19,148.767853716725,244.20669711509,150.832108112596,268.336906402907,167.460610245436,209.250124088189,1188.85429968094,594.428275914863,2,"H2","S2","samsung","l",849,6.3
"female",60.1,6.19,19,254.608301246632,63.848410681434,56.0918510547123,242.429410874775,41.5178012442985,144.786713380733,803.282488482585,231.248963200487,1,"H2","A1","apple","s",849,6
"female",55.5,3.73,18,58.2870078100801,373.894205882669,65.9102750731646,325.931785435589,289.120865691431,101.232488037549,1214.37662793048,869.184119789395,3,"","A1","apple","s",749,5.5
"male",63.5,4.98,22,199.059655529143,443.61324729164,153.50334749487,376.968577572167,372.762991390064,68.1713814220602,1614.07920069994,799.174744447693,3,"H1","A2","apple","l",899,5.8
"female",58.5,5.78,18,334.81444943717,141.959612062543,69.549808799481,592.777013630408,71.3783801620505,0,1210.47926409165,977.736870425288,3,"S1","S1","samsung","s",629.1,5.6
"male",71.1,8.15,19,269.286177530277,268.585723435959,157.607544475576,357.120708925853,218.181890135524,156.384940971537,1427.16698547473,373.138986731879,2,"H1","A1","apple","s",799,5.8
"male",70.3,7.99,20,363.092693378247,107.467551128233,52.6665794414736,542.821281678928,140.392677558379,93.6589389596862,1300.09972214495,915.860324227717,3,"","A2","apple","l",899,5.8
"male",71.5,7.69,20,270.285384992574,154.103648995904,76.1015186035747,363.508613496646,32.3824491908966,121.087730365645,1017.46934564524,540.20840338897,2,"S2","S2","samsung","l",764.1,6.3
"male",67.4,6.68,18,210.26811605963,315.367035149529,101.500850796676,239.344057481844,201.644227394472,50.8549111247978,1118.97919800695,853.510042366572,3,"H2","A1","apple","s",749,5.5
"female",64.7,6.26,22,98.4298027333765,303.271697041795,36.4432203643425,196.558326742163,242.887116904912,90.0240864881016,967.61425027469,196.924284235109,1,"","A1","apple","s",849,6
"male",70.6,8.1,20,172.606347313113,435.014750680774,112.128743212394,236.117407684453,385.681614595277,179.61260725326,1521.16147073927,838.834761945531,3,"H1","S2","samsung","l",799,5.9
"female",63.7,6.46,20,297.770155580128,113.930458831339,99.0296700281007,253.966062920754,172.569769015843,167.455919080318,1104.72203545648,114.873173211701,1,"","H2","huawei","l",799,6.3
"female",59.7,5.24,21,192.116998819096,355.129012132877,129.421327387503,233.850619332427,255.495192018077,85.4532759683511,1251.46642565833,626.584853756242,2,"","A1","apple","s",799,5.8
"female",68.4,8.25,18,195.998775435805,138.237148221189,103.349540723948,387.689292267353,192.040214163751,4.5967431002255,1021.91171391227,1070.2077729837,3,"","A1","apple","s",749,5.5
"male",74.9,8.83,19,305.205838520291,120.686810401363,56.8827195868321,407.654068799191,136.277801210459,72.2685790412128,1098.97581755935,697.070611013565,2,"","S1","samsung","s",749,5.8
"male",76.1,9.86,20,103.614272422787,214.899291968908,248.623639867775,228.35577605897,102.902362598512,354.677976612683,1253.07331952963,44.289192091208,1,"H2","H2","huawei","l",719.1,6.3
"male",72.2,8.16,20,125.082821217053,233.209868373555,289.550980116028,164.167061720133,91.6313983629709,358.084444690722,1261.72657448046,978.988453143742,3,"","A1","apple","s",749,5.5
"male",68.6,7.34,20,82.107509874089,184.008710985112,253.05483310796,206.955884604443,62.7279800799038,341.231214456983,1130.08613310849,490.277970431838,2,"","S1","samsung","s",749,5.8
"male",68.8,7.45,19,185.660335869019,265.593227542474,112.043353222745,243.692644543535,169.7125952252,88.8559585630403,1065.55811496601,847.108421419282,3,"","S1","samsung","s",699,5.6
"female",62.8,6.82,19,468.425976664711,217.50885539746,78.9398927945319,537.177877701433,91.05526622815,92.3023363016038,1485.41020508789,894.660284643993,3,"","A2","apple","l",899,5.8
"female",63,6.31,19,240.126508121103,205.590022182154,77.6144802782907,227.518274884048,234.98207500627,99.8573217155661,1085.68868218743,446.980943763629,2,"","S1","samsung","s",749,5.8
"female",63.8,7.23,22,0,504.414938799694,290.267707256983,262.587618554243,96.2216744060603,295.825436001607,1449.31737501859,487.615831447765,2,"S1","S2","samsung","l",849,6.3
